income_bracket,education_level,app_usage_time_min,swipe_right_ratio,likes_received,mutual_matches,profile_pics_count,bio_length,message_sent_count,emoji_usage_rate,last_active_hour,is_ghosted,gender_Female,gender_Genderfluid,gender_Male,gender_Non-binary,gender_Prefer Not to Say,gender_Transgender,location_type_Metro,location_type_Remote Area,location_type_Rural,location_type_Small Town,location_type_Suburban,location_type_Urban,sexual_orientation_Asexual,sexual_orientation_Bisexual,sexual_orientation_Demisexual,sexual_orientation_Gay,sexual_orientation_Lesbian,sexual_orientation_Pansexual,sexual_orientation_Queer,sexual_orientation_Straight,swipe_time_of_day_After Midnight,swipe_time_of_day_Afternoon,swipe_time_of_day_Early Morning,swipe_time_of_day_Evening,swipe_time_of_day_Late Night,swipe_time_of_day_Morning
2.5124294575812693,3.0,0.47232744758522677,-0.45909334478947883,1.6462100784955787,-0.9741646621064041,0.5069613596636648,1.642447120483791,1.6774735806581647,1.7732696981797365,16,0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
0.0,2.0,-0.3093747310719694,0.14860571532980238,0.7840849092370821,1.7714213343514418,-1.4962842232330231,-1.4307669011155952,1.471766641042145,-0.9760379602432364,15,0,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False
2.0,3.0,0.75971795444449,1.0601543055087235,-0.7849828988133816,1.6615978944931282,0.5069613596636648,0.9380250301396621,1.471766641042145,0.898489988681518,22,0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
3.0,1.4902888558424587,-1.3554761760396878,-0.6110181098192989,-0.23322279048794378,-1.5232818613979733,0.5069613596636648,0.22669684087059064,-0.7224407148620648,-0.3511953106016516,18,0,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
0.0,0.0,-0.33236597162071047,-1.117433993252033,-0.4918603412654927,0.7830103756266175,0.006149963939492867,-0.974964372069394,0.6489388825780663,-1.2884592850640288,4,0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False
5.0,1.4902888558424587,-1.1600506313753887,0.30053048035962276,1.1806624870959905,-0.09557714323989329,-0.49466143178467914,-0.2360117871005529,0.06610255366601056,0.6485529288248841,14,0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
2.0,2.0,-0.6082608582056032,-0.05396063804329146,0.6461448821557226,0.014246296618420551,-0.9954728275088511,-0.2360117871005529,-0.9281476544780846,1.5858169032872615,8,1,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False
0.0,0.0,-1.1830418719241298,-0.05396063804329146,1.5944825683400687,1.4419510147765005,-0.9954728275088511,-1.1407107462680126,0.06610255366601056,0.14867880911161618,15,1,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
2.0,0.0,-0.04497546476144716,-0.20588540307311157,0.14611228398579468,0.8928338154849313,1.0077727553878368,1.0416165140137987,0.7175078624500729,0.7735214587532009,21,0,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False
1.0,0.0,-1.3669717963140582,0.7563047754490834,1.5772400649548988,-0.42504746281483485,-1.4962842232330231,-1.5550766817645592,0.8203613322580827,-0.6636166354224441,15,0,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
0.0,1.4902888558424587,-0.343861591895081,0.9082295404789037,0.05989976705994502,-1.1938115418230317,0.5069613596636648,-0.8575606903453725,0.8203613322580827,-0.538648105494127,19,0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
3.0,3.0,0.11596321907974028,0.19924730367307583,-0.664285375117192,-0.6446943425314625,0.006149963939492867,-1.2650205269169765,1.1974907215541188,-0.6011323704582856,20,0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
2.0,1.4902888558424587,1.2540296262424229,0.30053048035962276,-0.5608303548061725,-1.083988101964718,-0.49466143178467914,1.3869214602609208,-1.4424150035181338,2.4605966127854804,7,0,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False
4.0,1.0,-1.6773535437220626,0.35117206870289563,1.2151474938663303,1.3321275749181867,0.5069613596636648,-0.6710960193719266,1.1632062316181155,0.023710279183299113,3,0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
3.0,1.4902888558424587,-0.4933046554618979,1.9210613073443719,1.4393000378735394,-0.42504746281483485,-0.9954728275088511,0.6963115677666766,1.0603527618101056,0.023710279183299113,8,0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
4.0,1.4902888558424587,0.23091942182344558,-1.6744914650280405,1.6806950852659184,-1.083988101964718,1.0077727553878368,-0.802311898945833,-1.0310011242860944,-1.038522225207395,23,0,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False
0.0,1.4902888558424587,1.4839420317298335,-0.20588540307311157,-1.5608955511460283,-0.9741646621064041,0.5069613596636648,0.2197907419456482,-1.099570104158101,-0.038773985780859076,13,0,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
2.5124294575812693,1.4902888558424587,-1.1255637705522772,-0.003319049700018001,-0.16425277694726406,1.112480695201559,0.5069613596636648,1.393827559185863,0.06610255366601056,0.4611001339324085,19,1,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False
2.0,0.0,0.6907442327982668,1.4146454239116377,1.2323899972515002,1.4419510147765005,1.0077727553878368,1.138301898962993,-0.6538717349900584,-0.9760379602432364,8,0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
1.0,1.4902888558424587,-0.38984407299256313,0.09796412698652891,-0.7332553886578718,-1.5232818613979733,1.0077727553878368,-1.050931460243761,0.03181806373000728,-0.788585165350761,10,0,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
3.0,1.4902888558424587,-1.5623973409783574,-1.573208288341494,-1.2160454834426297,1.5517744546348144,-0.49466143178467914,-1.099274152718358,0.8203613322580827,-0.3511953106016516,8,0,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
4.0,2.0,-1.0450944286316834,-0.9148676398789395,-0.02631274986590463,1.5517744546348144,0.5069613596636648,-1.0578375591687033,-0.619587245054055,-0.7261009003866025,1,1,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
2.0,1.4902888558424587,0.11596321907974028,0.8069463637923568,1.1979049904811603,1.4419510147765005,-1.4962842232330231,0.8137152494906981,-0.4138803054380354,-1.4134278149923458,16,1,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
2.5124294575812693,3.0,0.5068143084083383,2.5287603674636525,1.2668750040218402,1.0026572553432451,-0.9954728275088511,0.44769200646874874,0.7517923523860762,-0.2887110456374932,9,0,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
1.0,1.4902888558424587,0.1619457001772224,0.5030968337327161,0.3357798212226639,0.014246296618420551,0.006149963939492867,0.654874974217022,-0.7910096947340715,-0.22622678067333468,16,1,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
3.0,2.0,0.09297197853099921,1.2120790705385438,-0.7332553886578718,1.222304135059873,-0.9954728275088511,-1.209771735517437,-1.6138374531981503,0.6485529288248841,1,0,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
2.0,1.4902888558424587,1.1850559045961997,1.8704197190010983,0.04265726367477509,-0.7545177823897764,-0.9954728275088511,0.5858139849675976,1.3003441913621288,-0.10125825074501761,0,1,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
3.0,1.4902888558424587,-1.0106075678085717,-0.9655092282222129,0.2840523110671541,-1.083988101964718,1.5085841511120088,-0.09098370967676163,1.1974907215541188,1.5858169032872615,16,0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
5.0,3.0,-0.7921907825955317,0.8069463637923568,1.5599975615697288,1.4419510147765005,0.006149963939492867,-0.13932640215135872,-0.5853027551180517,2.6480494076779553,7,0,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
1.0,1.0,-0.04497546476144716,-0.7629428748491194,-0.681527878502362,-0.6446943425314625,-0.49466143178467914,-0.6020350301225023,0.6489388825780663,-0.41367957556581014,2,1,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
1.0,1.4902888558424587,1.4609507911810924,-0.003319049700018001,0.3357798212226639,-0.09557714323989329,-1.4962842232330231,-1.0025887677691638,0.10038704360201384,2.335628082857163,12,0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
0.0,2.0,0.736726713895749,-0.05396063804329146,0.6461448821557226,1.0026572553432451,1.0077727553878368,0.19907244517082087,0.9232148020660926,-1.1634907551357119,7,1,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
0.0,1.4902888558424587,0.6562573719751552,-0.20588540307311157,1.4737850446438792,-0.9741646621064041,1.5085841511120088,-0.07717151182687675,-1.1681390840301076,0.6485529288248841,19,0,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
4.0,1.4902888558424587,-1.4359455179602814,0.7563047754490834,-0.5780728581913424,-0.20540058309820713,-0.49466143178467914,-0.9818704709943366,0.27180949328203025,-0.10125825074501761,10,1,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False
5.0,1.4902888558424587,1.4494551709067218,0.19924730367307583,-1.4919255376053486,-0.9741646621064041,-0.9954728275088511,0.5650956881927702,-1.4424150035181338,-1.2884592850640288,20,0,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
3.0,1.4902888558424587,-1.056590048906054,1.7691365423145513,0.7668424058519121,1.7714213343514418,-0.9954728275088511,-0.08407761075181919,1.3346286812981318,0.7110371937890426,8,1,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False
2.5124294575812693,1.4902888558424587,1.6563763358453916,1.110795893851997,1.2668750040218402,1.6615978944931282,0.006149963939492867,-0.3257910731248046,1.4031976611701384,0.27364733903993327,6,0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
4.0,1.0,1.5988982344735387,-0.6110181098192989,1.7324225954214283,-1.4134584215396595,-0.49466143178467914,0.1507297526962238,0.1346715335380171,-1.1010064901715535,21,0,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False
5.0,1.4902888558424587,0.40335372593900354,0.9588711288221766,1.077207466784971,1.5517744546348144,1.5085841511120088,-0.10479590752664651,1.3689131712341351,1.3983641083947858,4,1,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False
5.0,3.0,-0.14843604723078194,-1.5225666999982204,-0.30219280402862353,1.4419510147765005,-0.9954728275088511,1.2073628882124172,-1.3395615337101239,-0.6011323704582856,8,1,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
0.0,1.4902888558424587,-0.4818090351875274,0.7056631871058099,-0.16425277694726406,1.222304135059873,-0.49466143178467914,-0.5260679419481354,-0.5167337752460452,-1.1634907551357119,19,0,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
1.0,1.4902888558424587,1.150569043773088,-0.3578101681029319,0.7323573990815723,1.112480695201559,-0.9954728275088511,0.7101237656165615,0.3403784731540368,-0.9760379602432364,20,0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False
2.5124294575812693,1.4902888558424587,0.06998073798225815,0.04732253864325546,1.1979049904811603,0.4535400560516759,-0.49466143178467914,-0.05645321505204943,0.6832233725140696,-1.1634907551357119,16,1,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False
4.0,1.4902888558424587,-0.36685283244382205,0.8575879521356302,-1.1988029800574598,1.0026572553432451,-0.9954728275088511,-0.6158472279723871,-1.2024235739661109,-1.6008806098848212,23,1,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
2.0,1.0,1.3574902087117577,-0.8135844631923925,0.9047824329332715,-0.5348709026731486,-1.4962842232330231,1.2142689871373598,-0.8938631645420813,0.21116307407577473,9,0,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
4.0,3.0,-1.4129542774115404,1.6678533656280046,0.7151148956964023,-0.5348709026731486,1.0077727553878368,1.607916625859079,-1.1681390840301076,-0.22622678067333468,20,0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False
2.0,1.4902888558424587,-0.2404010094257462,-1.2693587582818533,0.38750733137817367,-1.1938115418230317,1.5085841511120088,-1.4998278903650195,0.03181806373000728,0.4611001339324085,15,0,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
1.0,1.0,1.5529157533760567,1.6678533656280046,1.6462100784955787,-0.09557714323989329,0.5069613596636648,0.37863101721932435,0.9917837819380991,-1.2259750200998705,7,1,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
5.0,1.4902888558424587,-1.3784674165884288,0.4524552453894426,0.9737524464739513,1.7714213343514418,1.0077727553878368,-1.3824242086409981,1.6089046007861583,0.5860686638607255,6,1,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
1.0,1.4902888558424587,-1.7118404045451743,-0.9655092282222129,0.07714227044511494,0.014246296618420551,1.0077727553878368,0.3717249182943819,0.3403784731540368,0.4611001339324085,9,1,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
5.0,1.4902888558424587,-0.171427287779523,-0.45909334478947883,1.042722460014631,0.4535400560516759,1.0077727553878368,1.110677503263223,-0.8595786746060781,-0.038773985780859076,13,0,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
5.0,1.4902888558424587,0.08147635825662868,2.3768356024338324,0.9047824329332715,1.0026572553432451,1.5085841511120088,0.2819456322701302,-0.48244928531004194,-1.1010064901715535,14,0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
2.0,1.0,0.8516829166394543,0.04732253864325546,-1.371228013909159,0.5633634959099898,-1.4962842232330231,1.4145458559606905,0.1689560234740204,0.8360057237173594,23,0,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
1.0,0.0,1.667871956119762,1.3133622472250908,-1.5436530477608585,-1.3036349816813455,0.006149963939492867,0.1023870602216267,1.1289217416821122,-1.5383963449206628,14,1,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False
5.0,1.4902888558424587,0.6792486125238963,-0.6110181098192989,-0.2504652938731137,-0.42504746281483485,1.0077727553878368,-1.3617059118661707,-1.0310011242860944,1.023458518609835,10,0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
0.0,1.4902888558424587,0.17344132045159294,-0.6110181098192989,-1.2160454834426297,1.112480695201559,0.006149963939492867,1.3247665699364388,0.5118009228340532,-0.8510694303149196,0,0,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
1.0,3.0,1.2080471451449408,0.30053048035962276,1.042722460014631,0.014246296618420551,1.5085841511120088,-1.5481705828396166,-0.8252941846700748,-0.9760379602432364,8,1,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False
2.0,1.4902888558424587,-0.3208703513463399,-1.8264162300578608,1.4048150311031995,-0.9741646621064041,-0.49466143178467914,0.2197907419456482,-1.6824064330701567,-1.2884592850640288,17,0,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
0.0,1.4902888558424587,1.2655252465167934,-0.20588540307311157,1.3875725277180295,-0.6446943425314625,0.006149963939492867,1.221175086062302,0.3746629630900401,1.64830116825142,15,0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
1.0,3.0,-0.10245356613329983,-0.003319049700018001,1.6806950852659184,1.222304135059873,1.5085841511120088,-0.26363618280032264,-0.24245785575801898,0.3361316040040918,16,0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
3.0,1.4902888558424587,1.1160821829499765,-0.3071685797596585,-0.19873778371760392,-0.42504746281483485,0.5069613596636648,0.9656494258394318,0.6489388825780663,-0.038773985780859076,12,0,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
2.0,1.4902888558424587,1.058604081578124,1.9210613073443719,1.3875725277180295,1.6615978944931282,1.5085841511120088,-0.38103986452434413,-0.03675091614199928,1.64830116825142,21,1,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
3.0,2.0,0.955143499108789,-1.21871716993858,-1.664350571457048,-1.4134584215396595,0.006149963939492867,1.345484866711266,1.1289217416821122,0.14867880911161618,4,0,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
4.0,1.4902888558424587,1.4149683100836103,-0.7123012865058459,-0.04355525325107456,1.7714213343514418,-0.49466143178467914,0.482222501093461,1.4031976611701384,-0.6011323704582856,15,0,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
4.0,1.0,0.8286916760907133,-0.1552438147298384,-1.2850154969833094,1.112480695201559,1.0077727553878368,0.7584664580911586,-1.3052770437741206,-0.2887110456374932,14,0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
5.0,0.0,0.8057004355419721,-0.45909334478947883,-1.0781054563612704,-0.7545177823897764,0.5069613596636648,-0.27744838065020755,0.7517923523860762,0.3361316040040918,21,1,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
5.0,1.4902888558424587,1.1965515248705703,0.24988889201634928,0.8530549227777617,-1.083988101964718,-0.9954728275088511,-0.09788980860170407,1.0603527618101056,1.3358798434306274,8,0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
2.5124294575812693,3.0,0.2998931434696688,-0.6616596981625724,0.8702974261629317,-0.5348709026731486,1.0077727553878368,1.6700715161835609,0.1346715335380171,0.898489988681518,22,0,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
5.0,1.4902888558424587,1.6333850952966504,1.5159286005981847,-0.14701027356209415,0.4535400560516759,-0.49466143178467914,0.7446542602412737,-0.44816479537403864,-0.41367957556581014,0,1,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
5.0,0.0,-0.04497546476144716,1.2627206588818174,1.6979375886510883,1.222304135059873,-0.9954728275088511,0.41316151184403654,-0.1738888758860124,0.6485529288248841,7,1,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False
5.0,1.4902888558424587,-1.4934236193321342,0.4018136570461691,-0.3539203141841333,1.222304135059873,0.006149963939492867,-1.6103254731640986,0.8203613322580827,-0.6636166354224441,11,1,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
4.0,1.4902888558424587,1.4494551709067218,0.04732253864325546,-0.11252526679175427,0.23389317633504825,0.5069613596636648,1.4974190430599998,-0.5510182651820485,0.7110371937890426,5,0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
2.0,1.4902888558424587,0.6102748908776732,-0.7629428748491194,0.7323573990815723,-0.31522402295652097,-1.4962842232330231,1.062334810788626,-0.002466426205996004,1.5858169032872615,0,0,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False
4.0,1.0,0.4608318273108562,1.2120790705385438,-1.2505304902129697,0.7830103756266175,-0.9954728275088511,-0.06335931397699188,-1.6138374531981503,0.21116307407577473,19,0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
0.0,1.4902888558424587,0.6792486125238963,-0.8135844631923925,-1.2160454834426297,-1.083988101964718,-1.4962842232330231,1.6148227247840212,-1.579552963262147,0.6485529288248841,9,0,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
1.0,1.4902888558424587,1.4494551709067218,-1.9276994067444078,0.12886978060062473,0.4535400560516759,1.0077727553878368,0.8413396451904679,-1.0652856142220977,0.8360057237173594,13,0,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
0.0,2.0,0.40335372593900354,0.5030968337327161,-1.2850154969833094,0.7830103756266175,-0.49466143178467914,0.19216634624587844,1.094637251746109,-0.22622678067333468,11,1,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
5.0,1.4902888558424587,-1.6083798220758394,-0.05396063804329146,-1.5091680409905186,-0.20540058309820713,-0.49466143178467914,-0.8713728881952575,-1.1681390840301076,0.8360057237173594,18,0,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True
1.0,1.4902888558424587,-1.7118404045451743,1.3640038355683644,-0.5091028446506627,1.4419510147765005,-0.9954728275088511,-1.271926625841919,0.6489388825780663,-0.038773985780859076,8,0,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
0.0,2.0,-1.6313710626245805,-0.10460222638656493,-0.9574079326650808,-0.6446943425314625,-1.4962842232330231,-1.285738823691804,1.5060511309781484,-0.22622678067333468,13,0,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
2.0,2.0,0.932152258560048,0.04732253864325546,0.4909623516891933,-0.7545177823897764,0.5069613596636648,-1.5757949785393863,1.471766641042145,0.6485529288248841,21,0,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
2.0,1.4902888558424587,1.1620646640474586,-1.3706419349684003,1.4220575344883695,1.6615978944931282,0.006149963939492867,-1.4722034946652498,-1.3738460236461272,1.5858169032872615,10,1,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False
3.0,3.0,1.3919770695348692,1.3133622472250908,-0.422890327724813,0.014246296618420551,0.5069613596636648,0.4062554129190941,0.1689560234740204,-0.788585165350761,3,0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
